City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
275,Camacha,PT,33.0833,-16.3333,67.42,88,40,8.05,scattered clouds
276,Ames,US,42.0347,-93.6199,40.06,75,1,3.0,clear sky
277,Charlestown,AU,-32.95,151.6667,74.82,56,100,3.0,overcast clouds
278,Chicama,PE,-7.8447,-79.1469,59.54,77,24,5.23,few clouds
279,Adeje,ES,28.1227,-16.726,70.88,61,0,11.5,clear sky
280,Janesville,US,42.6828,-89.0187,42.15,64,1,3.44,clear sky
281,Marondera,ZW,-18.1853,31.5519,60.01,64,7,0.49,clear sky
282,Harper,LR,4.375,-7.7169,77.07,87,78,7.81,broken clouds
283,Kinablangan,PH,7.6947,126.5503,83.88,75,91,10.36,light rain
284,Namibe,AO,-15.1961,12.1522,63.59,82,19,6.42,few clouds
285,Ahipara,NZ,-35.1667,173.1667,61.54,61,50,14.18,scattered clouds
286,Sola,VU,-13.8833,167.55,80.92,74,16,13.89,few clouds
287,Puerto Escondido,MX,15.85,-97.0667,81.43,74,75,3.44,broken clouds
288,Fortuna,US,40.5982,-124.1573,60.98,70,90,3.0,overcast clouds
289,Labytnangi,RU,66.6572,66.4183,6.55,85,79,6.42,broken clouds
290,Mpika,ZM,-11.8343,31.4529,66.81,42,77,3.49,broken clouds
291,Pisco,PE,-13.7,-76.2167,62.65,88,0,12.66,clear sky
292,Sitka,US,57.0531,-135.33,49.89,43,75,9.22,broken clouds
293,Lasa,IT,46.6166,10.7002,48.94,98,100,3.71,overcast clouds
294,Norman Wells,CA,65.282,-126.8329,17.64,93,75,2.3,broken clouds
295,Poronaysk,RU,49.2167,143.1167,34.21,48,0,5.66,clear sky
296,Eyl,SO,7.9803,49.8164,77.18,80,21,12.12,few clouds
297,Cabo Rojo,PR,18.0866,-67.1457,79.68,86,10,2.75,clear sky
298,Isangel,VU,-19.55,169.2667,82.51,57,75,11.5,broken clouds
299,North Platte,US,41.1239,-100.7654,33.69,93,90,0.0,snow
300,Cabo San Lucas,MX,22.8909,-109.9124,79.9,81,75,3.0,broken clouds
301,Tadine,NC,-21.55,167.8833,75.87,65,2,15.23,clear sky
302,Leh,IN,34.1667,77.5833,26.08,52,100,1.92,overcast clouds
303,San Andres,CO,12.5847,-81.7006,82.42,83,75,10.36,light intensity drizzle
304,Carnarvon,AU,-24.8667,113.6333,71.67,56,75,17.27,broken clouds
305,Hualmay,PE,-11.0964,-77.6139,64.56,81,7,8.34,clear sky
306,Ixtapa,MX,20.7,-105.2,73.85,94,7,1.92,clear sky
307,Birao,CF,10.2849,22.7882,74.07,42,83,2.57,broken clouds
308,Lompoc,US,34.6391,-120.4579,60.01,85,1,5.75,clear sky
309,Pemangkat,ID,1.1667,108.9667,85.6,66,79,4.05,broken clouds
310,Kamenka,RU,51.3223,42.7678,38.75,67,0,5.21,clear sky
311,Verkhnyaya Inta,RU,65.9811,60.3094,1.99,89,5,6.51,clear sky
312,Podosinovets,RU,60.2776,47.0659,40.95,87,100,3.2,overcast clouds
313,Kavaratti,IN,10.5669,72.642,81.72,78,92,7.45,overcast clouds
314,Virginia Beach,US,36.8529,-75.978,63.01,84,1,6.91,clear sky
315,Hambantota,LK,6.1241,81.1185,82.74,89,20,2.3,few clouds
316,Chuy,UY,-33.6971,-53.4616,63.21,98,92,6.55,overcast clouds
317,Ilhabela,BR,-23.7781,-45.3581,69.64,97,100,8.86,overcast clouds
318,Bella Vista,US,36.4295,-94.2316,50.36,83,1,5.99,clear sky
319,Fuyang,CN,32.9,115.8167,68.13,53,63,9.93,broken clouds
320,Colares,PT,38.7992,-9.4469,68.99,86,94,5.99,overcast clouds
321,Qiongshan,CN,20.0058,110.3542,80.58,83,75,13.42,broken clouds
322,Honningsvag,NO,70.9821,25.9704,35.49,86,73,16.8,broken clouds
323,Merrill,US,45.1805,-89.6835,39.38,64,90,9.22,overcast clouds
324,Viedma,AR,-40.8135,-62.9967,47.86,81,100,5.53,overcast clouds
325,Kaeo,NZ,-35.1,173.7833,66.33,61,92,5.75,overcast clouds
326,Zehdenick,DE,52.9785,13.3317,51.06,79,69,9.78,broken clouds
327,Hami,CN,42.8,93.45,52.38,41,100,2.51,overcast clouds
328,Flinders,AU,-34.5833,150.8552,74.17,63,100,4.0,overcast clouds
329,Ribeira Grande,PT,38.5167,-28.7,71.04,87,100,7.58,overcast clouds
330,Beckley,US,37.7782,-81.1882,49.69,90,90,1.01,overcast clouds
331,Sinnamary,GF,5.3833,-52.95,78.73,84,72,7.87,broken clouds
332,Bulgan,MN,48.8125,103.5347,36.64,44,99,3.49,overcast clouds
333,Bull Savanna,JM,17.8868,-77.5902,75.99,86,11,6.91,few clouds
334,Lerwick,GB,60.1545,-1.1494,50.0,87,43,20.94,scattered clouds
335,Toamasina,MG,-18.1667,49.3833,73.4,94,75,3.44,light rain
336,Saint-Augustin,CA,51.226,-58.6502,43.97,74,100,8.72,overcast clouds
337,Ler,SS,8.3018,30.1418,73.04,73,97,0.45,overcast clouds
338,Payo,ID,-3.7508,103.6372,80.02,87,100,2.46,overcast clouds
339,Lydenburg,ZA,-25.0978,30.4597,57.4,89,0,0.65,clear sky
340,Sisophon,KH,13.5859,102.9737,84.36,72,70,9.15,broken clouds
341,Poli,TZ,-3.3333,36.8,59.58,91,66,3.89,broken clouds
342,Paray-Le-Monial,FR,46.4546,4.1158,52.99,95,90,3.0,overcast clouds
343,Sobolevo,RU,54.4299,31.8996,36.43,85,0,7.18,clear sky
344,Goianira,BR,-16.4961,-49.4264,70.54,89,100,2.28,moderate rain
345,Samarai,PG,-10.6167,150.6667,83.66,77,100,15.23,overcast clouds
346,Gladstone,AU,-23.85,151.25,80.78,50,75,21.85,broken clouds
347,Tyup,KG,42.7276,78.3648,37.29,72,86,3.13,overcast clouds
348,Exeter,GB,50.7236,-3.5275,52.72,88,49,14.54,scattered clouds
349,Comodoro Rivadavia,AR,-45.8667,-67.5,48.06,76,0,13.8,clear sky
350,Rosetta,EG,31.4044,30.4164,67.82,70,100,10.69,overcast clouds
351,Sanguem,IN,15.2333,74.1667,78.28,72,61,4.23,broken clouds
352,Makakilo City,US,21.3469,-158.0858,80.92,61,1,6.91,clear sky
353,Toowoomba,AU,-27.55,151.9667,68.74,64,79,5.01,broken clouds
354,Laguna,US,38.421,-121.4238,63.23,76,1,4.61,clear sky
355,Belmonte,BR,-15.8631,-38.8828,77.5,86,37,7.65,scattered clouds
356,Taksimo,RU,56.3444,114.8794,26.4,62,13,2.42,few clouds
357,Lucapa,AO,-8.4192,20.7447,65.03,99,100,3.67,moderate rain
358,Nova Friburgo,BR,-22.2819,-42.5311,61.74,100,100,1.52,moderate rain
359,Namatanai,PG,-3.6667,152.4333,85.53,68,73,11.18,broken clouds
360,Denpasar,ID,-8.65,115.2167,82.06,83,40,2.3,scattered clouds
361,Svetlogorsk,BY,52.6333,29.7333,37.53,80,0,6.91,clear sky
362,Severo-Kurilsk,RU,50.6789,156.125,36.19,62,69,24.16,light rain
363,Fort William,GB,56.8165,-5.1121,46.31,96,100,7.54,light rain
364,Santiago,CL,-33.4569,-70.6483,65.86,52,0,8.05,clear sky
365,Ternate,ID,0.8,127.4,83.61,71,99,2.21,overcast clouds
366,Zhenhai,CN,24.2582,118.0905,75.88,65,41,19.08,scattered clouds
367,Ancud,CL,-41.8697,-73.8203,54.93,91,0,9.31,clear sky
368,Mildura,AU,-34.2,142.15,82.08,12,99,4.61,overcast clouds
369,Emerald,AU,-23.5333,148.1667,82.54,51,40,14.97,scattered clouds
370,Kahului,US,20.8947,-156.47,83.46,69,40,10.36,scattered clouds
371,Touros,BR,-5.1989,-35.4608,81.5,78,55,13.73,broken clouds
372,Salalah,OM,17.0151,54.0924,71.69,60,0,4.61,clear sky
373,Darhan,MN,49.4867,105.9228,38.88,50,100,8.28,overcast clouds
374,Vanavara,RU,60.34,102.2797,25.59,92,100,5.79,light snow
375,San Patricio,US,28.017,-97.5169,75.81,61,0,8.01,clear sky
376,Khani,GE,41.9563,42.9566,53.17,74,100,7.11,overcast clouds
377,Brae,GB,60.3964,-1.353,49.91,86,77,15.23,broken clouds
378,Dubbo,AU,-32.25,148.6167,71.73,40,40,11.5,scattered clouds
379,Along,IN,28.1667,94.7667,71.38,60,11,0.31,few clouds
380,Kangaatsiaq,GL,68.3065,-53.4641,35.53,86,100,20.45,light rain
381,Erice,IT,38.037,12.5865,55.76,94,40,12.66,scattered clouds
382,Sandwick,GB,60.0,-1.25,49.82,93,90,18.41,overcast clouds
383,La Palma,US,33.8464,-118.0467,66.42,81,1,3.44,clear sky
384,Karratha,AU,-20.7377,116.8463,79.68,50,7,14.23,clear sky
385,Lakewood,US,39.7047,-105.0814,48.69,73,97,1.01,overcast clouds
386,Saint-Pierre,RE,-21.3393,55.4781,70.29,72,0,2.3,clear sky
387,Auerbach,DE,50.5167,12.4,49.33,75,40,24.0,scattered clouds
388,Vao,NC,-22.6667,167.4833,71.87,78,22,20.13,few clouds
389,Townsville,AU,-19.25,146.8,86.88,66,75,17.27,broken clouds
390,Saldanha,ZA,-33.0117,17.9442,62.65,76,100,13.15,light rain
391,Bestobe,KZ,52.4994,73.0975,35.89,94,100,11.07,moderate rain
392,Djambala,CG,-2.5447,14.7533,66.99,96,100,4.68,light rain
393,Meulaboh,ID,4.1363,96.1285,82.27,71,100,3.49,overcast clouds
394,Salinopolis,BR,-0.6136,-47.3561,79.38,85,53,10.83,broken clouds
395,Gunjur,GM,13.2019,-16.7339,80.67,89,0,5.75,clear sky
396,Gallup,US,35.5281,-108.7426,52.02,38,1,1.01,clear sky
397,Tual,ID,-5.6667,132.75,83.7,72,86,6.71,overcast clouds
398,Chaihe,CN,44.7667,129.7,43.63,50,95,4.32,overcast clouds
399,Nanortalik,GL,60.1432,-45.2371,33.62,67,70,9.51,broken clouds
400,Parrita,CR,9.5201,-84.3225,81.99,91,100,1.88,overcast clouds
401,Bajil,YE,15.0584,43.2851,79.72,75,6,3.94,clear sky
402,Pampierstad,ZA,-27.7832,24.6877,64.35,30,3,7.2,clear sky
403,Shasta Lake,US,40.6804,-122.3708,59.72,75,100,2.15,overcast clouds
404,Mitsamiouli,KM,-11.3847,43.2844,78.53,78,3,10.98,clear sky
405,Porto Novo,BJ,6.4965,2.6036,76.82,85,95,9.24,overcast clouds
406,Caucaia,BR,-3.7361,-38.6531,80.55,77,75,10.36,broken clouds
407,Sri Aman,MY,1.2376,111.4621,86.09,74,40,1.14,scattered clouds
408,Nome,US,64.5011,-165.4064,19.47,79,1,0.0,clear sky
409,Oltu,TR,40.5498,42.0013,47.19,87,100,5.84,overcast clouds
410,Svetlaya,RU,46.5389,138.3297,41.02,82,100,5.37,overcast clouds
411,Lubyany,RU,56.0378,51.4,37.04,92,93,7.76,overcast clouds
412,Decines-Charpieu,FR,45.7686,4.9598,59.49,94,90,3.44,moderate rain
413,Diego De Almagro,CL,-26.3667,-70.05,61.57,32,0,4.14,clear sky
414,San Rafael,AR,-34.6177,-68.3301,48.52,70,100,1.9,overcast clouds
415,Linjiang,CN,41.8069,126.9078,41.9,88,100,2.35,overcast clouds
416,Pingliang,CN,35.5392,106.6861,47.43,78,100,7.63,overcast clouds
417,Barra Velha,BR,-26.6322,-48.6847,71.08,96,100,3.09,moderate rain
418,Vangaindrano,MG,-23.35,47.6,71.51,94,100,6.02,light rain
419,San Miguel,SV,13.4833,-88.1833,72.36,98,67,1.3,broken clouds
420,Itoman,JP,26.1247,127.6694,84.58,69,20,17.27,few clouds
421,Darnah,LY,32.767,22.6367,67.08,73,59,11.97,broken clouds
422,Taree,AU,-31.9,152.4667,76.06,53,40,9.22,scattered clouds
423,Coruripe,BR,-10.1256,-36.1756,75.97,79,100,9.01,overcast clouds
424,Neuquen,AR,-38.9516,-68.0591,53.49,66,0,8.05,clear sky
425,San Ignacio,BZ,17.1561,-89.0714,71.74,88,0,0.0,clear sky
426,Almaznyy,RU,48.0448,40.045,46.54,95,0,7.72,clear sky
427,Nyurba,RU,63.2842,118.3319,20.25,79,97,6.8,overcast clouds
428,Husavik,IS,66.0449,-17.3389,33.71,99,100,19.33,moderate rain
429,Kottagudem,IN,17.55,80.6333,77.77,80,65,2.91,broken clouds
430,Chivay,PE,-15.6383,-71.6011,50.2,34,98,3.38,overcast clouds
431,Mogadishu,SO,2.0371,45.3438,78.49,80,1,13.56,clear sky
432,Egvekinot,RU,66.3167,-179.1667,-3.75,85,75,6.73,broken clouds
433,Aras,ES,42.5617,-2.356,54.72,100,0,3.44,clear sky
434,Hokitika,NZ,-42.7167,170.9667,56.91,68,89,8.7,overcast clouds
435,Danjiangkou,CN,32.5428,111.5086,63.32,52,100,9.84,light rain
436,Gao,ML,16.6362,1.637,81.27,16,12,10.02,few clouds
437,Barra Patuca,HN,15.8,-84.2833,80.38,69,97,9.51,overcast clouds
438,Swellendam,ZA,-34.0226,20.4417,61.18,81,100,3.49,light rain
439,Kupino,RU,54.3663,77.2981,26.49,83,100,10.85,overcast clouds
440,Marystown,CA,47.1666,-55.1483,47.86,100,100,1.01,overcast clouds
441,Araguacu,BR,-12.9306,-49.8264,73.74,87,100,5.93,overcast clouds
442,Altamura,IT,40.8292,16.5537,53.58,93,100,13.0,overcast clouds
443,Kloulklubed,PW,7.0419,134.2556,86.5,72,94,8.79,overcast clouds
444,Carlos Chagas,BR,-17.7031,-40.7664,70.2,94,97,7.85,overcast clouds
445,Mackay,AU,-21.15,149.2,82.38,65,90,23.02,overcast clouds
446,Pori,FI,61.4833,21.7833,42.87,100,90,6.91,overcast clouds
447,Antalya,TR,36.7741,30.7178,61.39,100,75,6.91,broken clouds
448,Ayan,RU,56.45,138.1667,27.68,35,69,3.62,broken clouds
449,Mojo,ET,8.6,39.1167,54.34,94,34,4.38,scattered clouds
450,Asmara,ER,15.3333,38.9333,54.18,90,33,5.17,scattered clouds
451,Parsons,US,37.3403,-95.2611,49.71,64,96,8.63,overcast clouds
452,Vanimo,PG,-2.6741,141.3028,80.24,85,98,5.03,overcast clouds
453,Abonnema,NG,4.7084,6.7931,77.29,92,99,4.76,light rain
454,Cayenne,GF,4.9333,-52.3333,82.09,83,20,3.0,few clouds
455,Carballo,ES,43.213,-8.691,56.75,94,39,3.87,scattered clouds
456,Kolarovo,SK,47.9229,17.9847,44.74,72,0,13.18,clear sky
457,Kemijarvi,FI,66.7131,27.4306,35.55,98,100,6.53,overcast clouds
458,Salaga,GH,8.5508,-0.5188,77.68,74,90,5.3,overcast clouds
459,Krasnoarmeysk,RU,51.0239,45.6969,43.16,72,0,7.16,clear sky
460,Tigil,RU,57.8,158.6667,19.74,80,100,12.88,overcast clouds
461,Iqaluit,CA,63.7506,-68.5145,28.13,86,40,8.01,scattered clouds
462,Bergerac,FR,44.8333,0.5,57.78,94,90,6.91,overcast clouds
463,Karaton,ID,-6.3424,106.1045,84.96,75,98,2.64,overcast clouds
464,Makow Mazowiecki,PL,52.8649,21.1005,48.02,69,0,10.49,clear sky
465,Jiblah,YE,13.9216,44.1467,55.36,68,14,3.96,few clouds
466,Emborion,GR,40.4833,21.55,42.84,93,2,2.37,clear sky
467,Kirakira,SB,-10.4544,161.9205,86.41,64,89,15.3,overcast clouds
468,Calama,CL,-22.4667,-68.9333,52.25,34,0,2.24,clear sky
469,Avera,US,33.194,-82.5271,57.7,81,0,6.46,clear sky
470,Port Lincoln,AU,-34.7333,135.8667,71.62,46,0,11.61,clear sky
471,Sur,OM,22.5667,59.5289,82.36,55,0,9.71,clear sky
472,Sabang,ID,5.8933,95.3214,81.3,75,65,4.92,broken clouds
473,Gyor,HU,47.6833,17.6351,48.52,87,0,10.36,clear sky
474,Khilok,RU,51.3674,110.4676,39.78,45,99,4.38,overcast clouds
475,Pathein,MM,16.7833,94.7333,82.36,79,100,3.62,overcast clouds
476,Anshun,CN,26.25,105.9333,54.48,87,93,5.19,overcast clouds
477,Nang Rong,TH,14.6377,102.7914,83.32,78,39,8.08,scattered clouds
478,Iligan,PH,8.2282,124.2412,82.94,71,67,6.53,broken clouds
479,Galle,LK,6.0367,80.217,80.22,84,100,11.74,overcast clouds
480,Maningrida,AU,-12.0667,134.2667,94.1,46,72,12.53,broken clouds
481,Coxim,BR,-18.5067,-54.76,76.39,82,1,2.42,clear sky
482,Yuanping,CN,38.7153,112.7575,48.6,51,0,3.62,clear sky
483,Gorom-Gorom,BF,14.4439,-0.2361,84.76,15,96,5.82,overcast clouds
484,Rawlins,US,41.7911,-107.2387,34.23,89,90,5.75,light snow
485,Beyneu,KZ,45.3167,55.2,46.13,55,0,6.64,clear sky
486,Oum Hadjer,TD,13.2954,19.6966,80.83,23,32,7.58,scattered clouds
487,Asau,RO,46.4333,26.4,43.72,91,0,4.29,clear sky
488,Doha,QA,25.2867,51.5333,78.78,80,0,5.75,clear sky
489,Guiren,CN,33.6697,118.1889,64.4,63,53,11.36,light rain
490,Maromitsa,RU,59.8683,48.0123,39.96,88,100,3.24,overcast clouds
491,Korla,CN,41.7597,86.1469,50.72,25,11,3.6,few clouds
492,High Prairie,CA,55.4334,-116.4858,29.5,55,11,5.44,few clouds
493,Honiara,SB,-9.4333,159.95,82.29,81,98,4.59,overcast clouds
494,Valparaiso,CL,-33.0393,-71.6273,58.48,73,20,6.91,few clouds
495,Marrakesh,MA,31.6315,-8.0083,62.67,72,9,5.75,clear sky
496,Yining,CN,29.0361,114.5636,62.82,79,100,0.89,overcast clouds
497,Mount Gambier,AU,-37.8333,140.7667,67.91,37,3,6.91,clear sky
498,Aransas Pass,US,27.9095,-97.15,75.96,70,1,5.01,clear sky
499,San Carlos De Bariloche,AR,-41.1456,-71.3082,53.35,37,75,8.05,broken clouds
500,Aguas Verdes,PE,-3.4814,-80.245,73.67,88,90,4.61,overcast clouds
501,Gedangan,ID,-7.3908,112.7267,86.97,59,100,5.64,overcast clouds
502,Kapiri Mposhi,ZM,-13.9652,28.6809,71.13,42,58,3.89,broken clouds
503,Chokwe,MZ,-24.5333,32.9833,64.94,88,1,1.54,clear sky
504,Talara,PE,-4.5772,-81.2719,65.23,83,8,12.08,clear sky
505,Nonthaburi,TH,13.75,100.5,87.89,85,90,5.97,overcast clouds
506,Oktyabrskoye,RU,43.0645,44.7417,39.34,100,100,2.24,mist
507,Bardoli,IN,21.1167,73.1167,69.55,49,50,6.46,scattered clouds
508,Vila Velha,BR,-20.3297,-40.2925,69.75,100,90,4.61,overcast clouds
509,Hobyo,SO,5.3505,48.5268,79.95,71,4,11.61,clear sky
510,Praia,CV,14.9215,-23.5087,77.54,94,75,13.8,broken clouds
511,Bereda,ES,43.2686,-7.5406,51.55,89,97,5.1,overcast clouds
512,Mareeba,AU,-17.0,145.4333,90.45,54,79,11.79,broken clouds
513,Guarapari,BR,-20.6667,-40.4975,69.69,95,100,9.84,light rain
514,Urengoy,RU,65.9667,78.3667,-5.17,98,53,10.33,broken clouds
515,Terra Santa,BR,-2.1042,-56.4869,75.9,85,71,3.38,broken clouds
516,Roma,US,43.2128,-75.4557,53.83,85,90,1.01,overcast clouds
517,Santo Angelo,BR,-28.2992,-54.2631,71.92,78,0,5.75,clear sky
518,Scarborough,GB,54.2797,-0.4044,48.52,86,88,4.0,overcast clouds
519,Zhangjiakou,CN,40.81,114.8794,44.76,44,0,2.35,clear sky
520,Ushtobe,KZ,45.2514,77.9838,45.99,43,100,12.88,overcast clouds
521,Jiangyou,CN,31.7667,104.7167,60.15,73,100,2.33,overcast clouds
522,Vung Tau,VN,10.346,107.0843,84.15,71,100,12.15,overcast clouds
523,Borba,BR,-4.3878,-59.5939,79.14,74,85,1.12,overcast clouds
524,Ulladulla,AU,-35.35,150.4667,77.77,46,90,15.43,overcast clouds
525,Salinas,US,36.6777,-121.6555,61.45,73,1,5.75,clear sky
526,Loikaw,MM,19.6742,97.2094,74.95,80,24,2.1,few clouds
527,North Battleford,CA,52.7834,-108.2847,26.22,71,6,5.17,clear sky
528,Matamoros,MX,25.5333,-103.25,72.79,20,4,4.76,clear sky
529,Bandarbeyla,SO,9.4942,50.8122,77.88,80,54,11.41,broken clouds
530,Porto Seguro,BR,-16.4497,-39.0647,77.52,83,40,11.5,scattered clouds
531,Lakatoro,VU,-16.0999,167.4164,80.49,72,46,9.26,scattered clouds
532,Bubaque,GW,11.2833,-15.8333,82.78,74,92,11.54,overcast clouds
533,Cartagena,CO,10.3997,-75.5144,76.62,94,75,3.44,broken clouds
534,Mawlaik,MM,23.6333,94.4167,79.84,69,15,2.39,few clouds
535,Hays,US,30.0502,-98.0336,69.8,74,0,6.17,clear sky
536,Copala,MX,16.65,-98.9833,77.09,86,26,3.74,scattered clouds
537,Beloha,MG,-25.1667,45.05,71.02,78,31,4.29,scattered clouds
538,Port Hardy,CA,50.6996,-127.4199,51.8,61,1,5.75,clear sky
539,Taltal,CL,-25.4,-70.4833,59.68,87,24,2.71,few clouds
540,Anupgarh,IN,29.1911,73.2086,76.15,21,0,7.92,clear sky
541,Belle Fourche,US,44.6714,-103.8522,36.25,55,1,2.01,clear sky
542,Villa Maria,AR,-32.4075,-63.2402,55.31,86,47,13.22,scattered clouds
543,Lar,IN,26.2039,83.9717,73.85,51,0,1.99,clear sky
544,Geraldton,AU,-28.7667,114.6,70.12,45,75,18.41,broken clouds
545,Jalu,LY,29.0331,21.5482,64.54,87,71,6.93,broken clouds
546,Ranong,TH,9.9658,98.6348,80.53,79,99,4.18,overcast clouds
547,Starokucherganovka,RU,46.3248,47.9555,46.33,87,0,8.95,clear sky
548,Grindavik,IS,63.8424,-22.4338,35.55,80,75,21.85,broken clouds
549,Paramirim,BR,-13.4425,-42.2389,76.6,54,77,1.99,broken clouds
550,Lehola,EE,59.2925,24.3279,50.14,93,100,6.11,overcast clouds
551,Patacamaya,BO,-17.2333,-67.9167,48.31,71,100,9.78,overcast clouds
552,Tooele,US,40.5308,-112.2983,57.81,100,1,4.61,clear sky
